FLAG_INCONSISTENCIA_VIG,CODCLI,VIG,VIG_ESPERADO_DA,ESTADOACADEMICO_DA,SITUACION_DA,DA_ESTADOACADEMICO,DA_SITUACION,ANIO_ING_ACT,SEM_ING_ACT
INCONSISTENTE,20221IECSREOL050,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL015,1,0,,,,,2026,1
INCONSISTENTE,20211TCSREOL045,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL026,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL034,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL049,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL051,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL052,1,0,,,,,2026,1
INCONSISTENTE,20212IECIREOL007,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL070,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL080,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL036,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL048,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL055,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL017,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL043,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL003,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL052,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL029,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL044,1,0,,,,,2026,1
INCONSISTENTE,20222IECIREOL008,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL007,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL025,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL046,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL023,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL089,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL034,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL049,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL050,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL051,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL051,1,0,,,,,2026,1
INCONSISTENTE,20253DACD002,1,0,,,,,2026,1
INCONSISTENTE,20251DACD003,1,0,,,,,2026,1
INCONSISTENTE,20251DACD004,1,2,,,,,2026,1
INCONSISTENTE,20251DACD007,1,0,,,,,2026,1
INCONSISTENTE,20253DACD002,1,0,,,,,2026,1
INCONSISTENTE,20251DACD001,1,2,,,,,2026,1
INCONSISTENTE,20251DACD003,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL019,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL059,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE001,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE018,1,0,,,,,2026,1
INCONSISTENTE,20211TMIRE005,1,0,,,,,2026,1
INCONSISTENTE,20212TPAREOL021,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL019,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL028,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL010,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE027,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL008,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL010,1,0,,,,,2026,1
INCONSISTENTE,20251DACD005,1,2,,,,,2026,1
INCONSISTENTE,20251DACD008,1,2,,,,,2026,1
INCONSISTENTE,20251DACD002,1,0,,,,,2026,1
INCONSISTENTE,20251DACD005,1,2,,,,,2026,1
INCONSISTENTE,20211IECIREOL001,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL009,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL008,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL019,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL024,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL032,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL046,1,0,,,,,2026,1
INCONSISTENTE,20222IECSREOL002,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL027,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL031,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL004,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL011,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL027,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL043,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL047,1,0,,,,,2026,1
INCONSISTENTE,20211TCSREOL040,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL094,1,0,,,,,2026,1
INCONSISTENTE,20181TTMRE060,1,0,,,,,2026,1
INCONSISTENTE,20191TTMRE007,1,0,,,,,2026,1
INCONSISTENTE,20191TTMRE043,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE016,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE018,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE019,1,0,,,,,2026,1
INCONSISTENTE,20231IECSRE015,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL008,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL036,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL040,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL047,1,0,,,,,2026,1
INCONSISTENTE,20222IECIREOL018,1,0,,,,,2026,1
INCONSISTENTE,20222IECIREOL019,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL017,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL029,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL038,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL042,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL046,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL069,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL080,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL016,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL017,1,0,,,,,2026,1
INCONSISTENTE,20181IECIREOL003,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL005,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL007,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL042,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL052,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL057,1,0,,,,,2026,1
INCONSISTENTE,20212IECIREOL006,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL020,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL068,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL017,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL020,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL063,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL067,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL002,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL005,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL001,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL004,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL013,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL055,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL074,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL047,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE021,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL005,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL055,1,0,,,,,2026,1
INCONSISTENTE,20212IECIREOL007,1,0,,,,,2026,1
INCONSISTENTE,20251DACD008,1,2,,,,,2026,1
INCONSISTENTE,20251DACD004,1,2,,,,,2026,1
INCONSISTENTE,20251DACD007,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE002,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE006,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE013,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE015,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE019,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE020,1,0,,,,,2026,1
INCONSISTENTE,20222TPAREOL022,1,0,,,,,2026,1
INCONSISTENTE,20211TTMRE004,1,0,,,,,2026,1
INCONSISTENTE,20221TTMRE006,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL094,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL076,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL077,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL001,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL071,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL073,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL080,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL006,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL019,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL005,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL017,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL007,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL069,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL066,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL067,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL081,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL082,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL085,1,0,,,,,2026,1
INCONSISTENTE,20221TPAREOL003,1,0,,,,,2026,1
INCONSISTENTE,20221TPAREOL021,1,0,,,,,2026,1
INCONSISTENTE,20221TPAREOL025,1,0,,,,,2026,1
INCONSISTENTE,20221TPAREOL031,1,0,,,,,2026,1
INCONSISTENTE,20221TPAREOL062,1,0,,,,,2026,1
INCONSISTENTE,20191IEMORE013,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL026,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL030,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL030,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL091,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL091,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL091,1,0,,,,,2026,1
INCONSISTENTE,20251DACD001,1,2,,,,,2026,1
INCONSISTENTE,20251DACD004,1,2,,,,,2026,1
INCONSISTENTE,20251DACD007,1,0,,,,,2026,1
INCONSISTENTE,20251DACD006,1,2,,,,,2026,1
INCONSISTENTE,20211IECSREOL017,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL023,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL028,1,0,,,,,2026,1
INCONSISTENTE,20222IECSREOL009,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL005,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL012,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL017,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL043,1,0,,,,,2026,1
INCONSISTENTE,20222IECSREOL005,1,0,,,,,2026,1
INCONSISTENTE,20222IECSREOL006,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL004,1,0,,,,,2026,1
INCONSISTENTE,20191ASREOL006,1,0,,,,,2026,1
INCONSISTENTE,20211TCSREOL002,1,0,,,,,2026,1
INCONSISTENTE,20211TMIRE005,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL056,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE017,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL046,1,0,,,,,2026,1
INCONSISTENTE,20212TPAREOL007,1,0,,,,,2026,1
INCONSISTENTE,20211TTMRE003,1,0,,,,,2026,1
INCONSISTENTE,20211TTMRE003,1,0,,,,,2026,1
INCONSISTENTE,20211TTMRE014,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL031,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL066,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL069,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL022,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL021,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL029,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL032,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL033,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL033,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL045,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL058,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL059,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL065,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL004,1,0,,,,,2026,1
INCONSISTENTE,20211TPAREOL092,1,0,,,,,2026,1
INCONSISTENTE,20212TPAREOL008,1,0,,,,,2026,1
INCONSISTENTE,20212TPAREOL023,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL005,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL018,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL012,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL013,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL020,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL021,1,0,,,,,2026,1
INCONSISTENTE,20192IECIREOL003,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL027,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE018,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL025,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL001,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL011,1,0,,,,,2026,1
