Año;Cód. Institución;Nombre Institución;Nombre de la Sede;Comuna donde se imparte la carrera o programa;Cód. Carrera;Carrera Genérica;Nombre Programa;Horario;Tipo Programa;Tipo Carrera;IngresoDirecto;Año Inicio Actividades;Duración (en semestres);Cód. Campus;Cód. Sede;Título;Código SIES;Pregrado/Posgrado;COD_SED_DERIVADO;COD_CAR_DERIVADO;JOR_DERIVADA;VERSION_DERIVADA;CLAVE_OPERATIVA;VALIDACION_CODIGO_UNICO;VALIDACION_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;6684;Técnico en Administración de Redes Computacionales;TNS en Conectividad y Redes;Vespertino;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2002;4;;2024001;Técnico Nivel Sup. en Conectividad y Redes;I162S2C6J2V2;Pregrado;2;6;2;2;I162S2C6J2V2|6684|TNS EN CONECTIVIDAD Y REDES|VESPERTINO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;36744;Técnico en Administración de Redes Computacionales;TNS en Conectividad y Redes;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2017;5;2024001001;2024001;Técnico Nivel Sup. en Conectividad y Redes;I162S2C6J4V2;Pregrado;2;6;4;2;I162S2C6J4V2|36744|TNS EN CONECTIVIDAD Y REDES|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51504;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;Vespertino;Programa Regular;Profesional;Ingreso Directo;2024;8;;2024001;Ingeniero en Administración de Empresas;I162S2C76J2V1;Pregrado;2;76;2;1;I162S2C76J2V1|51504|INGENIERÍA EN ADMINISTRACIÓN DE EMPRESAS|VESPERTINO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51505;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;Otro;Programa Regular;Profesional;Ingreso Directo;2024;8;;2024001;Ingeniero en Administración de Empresas;I162S2C76J4V1;Pregrado;2;76;4;1;I162S2C76J4V1|51505|INGENIERÍA EN ADMINISTRACIÓN DE EMPRESAS|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51508;Ingeniería en Logística y similares;Ingeniería en Logística;Vespertino;Programa Regular;Profesional;Ingreso Directo;2024;8;;2024001;Ingeniero en Logística;I162S2C77J2V1;Pregrado;2;77;2;1;I162S2C77J2V1|51508|INGENIERÍA EN LOGÍSTICA|VESPERTINO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51509;Ingeniería en Logística y similares;Ingeniería en Logística;Otro;Programa Regular;Profesional;Ingreso Directo;2024;8;;2024001;Ingeniero en Logística;I162S2C77J4V1;Pregrado;2;77;4;1;I162S2C77J4V1|51509|INGENIERÍA EN LOGÍSTICA|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51506;Técnico en Administración de Empresas;TNS en Administración de Empresas;Vespertino;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2024;5;;2024001;Técnico Nivel Sup. en Administración de Empresas;I162S2C78J2V1;Pregrado;2;78;2;1;I162S2C78J2V1|51506|TNS EN ADMINISTRACIÓN DE EMPRESAS|VESPERTINO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51510;Técnico en Administración de Empresas;TNS en Administración de Empresas;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2024;5;;2024001;Técnico Nivel Sup. en Administración de Empresas;I162S2C78J4V1;Pregrado;2;78;4;1;I162S2C78J4V1|51510|TNS EN ADMINISTRACIÓN DE EMPRESAS|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51511;Técnico en Logística y similares;TNS en Logística;Diurno;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2024;5;;2024001;Técnico Nivel Sup. en Logística;I162S2C79J1V1;Pregrado;2;79;1;1;I162S2C79J1V1|51511|TNS EN LOGÍSTICA|DIURNO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51512;Técnico en Logística y similares;TNS en Logística;Vespertino;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2024;5;;2024001;Técnico Nivel Sup. en Logística;I162S2C79J2V1;Pregrado;2;79;2;1;I162S2C79J2V1|51512|TNS EN LOGÍSTICA|VESPERTINO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53717;Administración pública y similares;Administración Pública;Otro;Programa Regular;Profesional;Ingreso Directo;2025;8;2024001001;2024001;Administrador Público;I162S2C83J4V1;Pregrado;2;83;4;1;I162S2C83J4V1|53717|ADMINISTRACIÓN PÚBLICA|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53720;Técnico en Administración Pública;TNS en Administración Pública;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2025;5;2024001001;2024001;Técnico Nivel Sup. en Administración Pública;I162S2C84J4V1;Pregrado;2;84;4;1;I162S2C84J4V1|53720|TNS EN ADMINISTRACIÓN PÚBLICA|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53718;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2025;5;2024001001;2024001;Técnico Nivel Sup. en Contabilidad General;I162S2C85J4V1;Pregrado;2;85;4;1;I162S2C85J4V1|53718|TNS EN CONTABILIDAD GENERAL|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53721;Contabilidad, Auditoría y similares;Auditoria;Otro;Programa Regular;Profesional;Ingreso Directo;2025;8;2024001001;2024001;Contador Auditor;I162S2C86J4V1;Pregrado;2;86;4;1;I162S2C86J4V1|53721|AUDITORIA|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53723;Ingeniería Ejecución Industrial y similares;Ingeniería Industrial (P.E.);Otro;Programa Especial;Profesional;No es Ingreso Directo;2025;4;2024001001;2024001;Ingeniero Industrial;I162S2C87J4V1;Pregrado;2;87;4;1;I162S2C87J4V1|53723|INGENIERÍA INDUSTRIAL (P.E.)|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53722;Ingeniería en Computación e Informática y similares;Ingeniería en Ciencia de Datos;Otro;Programa Regular;Profesional;Ingreso Directo;2025;8;2024001001;2024001;Ingeniero en Ciencia de Datos;I162S2C88J4V1;Pregrado;2;88;4;1;I162S2C88J4V1|53722|INGENIERÍA EN CIENCIA DE DATOS|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53719;Técnico en Computación e Informática;TNS en Ciencia de Datos;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2025;5;2024001001;2024001;Técnico Nivel Sup. en Ciencia de Datos;I162S2C89J4V1;Pregrado;2;89;4;1;I162S2C89J4V1|53719|TNS EN CIENCIA DE DATOS|OTRO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53725;Técnico en Enfermería y Similares;TNS en Enfermería;Diurno;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2025;5;2024001001;2024001;Técnico Nivel Sup. en Enfermería;I162S2C91J1V1;Pregrado;2;91;1;1;I162S2C91J1V1|53725|TNS EN ENFERMERÍA|DIURNO;OK;REVISAR_COD_CARRERA
2025;2024;IP SAN SEBASTIÁN;Santiago;Santiago;53726;Técnico en Enfermería y Similares;TNS en Enfermería;Vespertino;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2025;5;2024001001;2024001;Técnico Nivel Sup. en Enfermería;I162S2C91J2V1;Pregrado;2;91;2;1;I162S2C91J2V1|53726|TNS EN ENFERMERÍA|VESPERTINO;OK;REVISAR_COD_CARRERA
2024;2024;IP SAN SEBASTIÁN;Santiago;Santiago;6679;Ingeniería en Conectividad y Redes;Ingeniería en Conectividad y Redes;Diurno;Programa Regular;Profesional;Ingreso Directo;2002;8;;2024001;Ingeniería en Conectividad y Redes;I162S2C3J1V2;Pregrado;2;3;1;2;I162S2C3J1V2|6679|INGENIERÍA EN CONECTIVIDAD Y REDES|DIURNO;OK;REVISAR_COD_CARRERA
2024;2024;IP SAN SEBASTIÁN;Santiago;Santiago;6683;Técnico en Administración de Redes Computacionales;TNS en Conectividad y Redes;Diurno;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2002;4;;2024001;Técnico Nivel Sup. en Conectividad y Redes;I162S2C6J1V2;Pregrado;2;6;1;2;I162S2C6J1V2|6683|TNS EN CONECTIVIDAD Y REDES|DIURNO;OK;REVISAR_COD_CARRERA
2024;2024;IP SAN SEBASTIÁN;Santiago;Santiago;51513;Técnico en Logística y similares;TNS en Logística;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2024;5;;2024001;Técnico Nivel Sup. en Logística;I162S2C79J4V1;Pregrado;2;79;4;1;I162S2C79J4V1|51513|TNS EN LOGÍSTICA|OTRO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;34525;Ingeniería en Computación e Informática y similares;Ingeniería en Informática (P.E.);Vespertino;Programa Especial;Profesional;Ingreso Directo;2016;5;2024001001;2024001;Ingeniero (a) en Informática;I162S2C1J2V3;Pregrado;2;1;2;3;I162S2C1J2V3|34525|INGENIERÍA EN INFORMÁTICA (P.E.)|VESPERTINO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;40876;Ingeniería en Computación e Informática y similares;Ingeniería en Informática (P.E.);Otro;Programa Especial;Profesional;Ingreso Directo;2019;4;2024001001;2024001;Ingeniero en Informática;I162S2C1J4V2;Pregrado;2;1;4;2;I162S2C1J4V2|40876|INGENIERÍA EN INFORMÁTICA (P.E.)|OTRO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;32512;Ingeniería en Automatización, Control Industrial y similares;Ingeniería en Automatización y Control Industrial;Vespertino;Programa Regular;Profesional;Ingreso Directo;2015;8;2024001001;2024001;Ingeniero  en Automatización y Control Industrial;I162S2C22J2V1;Pregrado;2;22;2;1;I162S2C22J2V1|32512|INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL|VESPERTINO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;6681;Técnico Programador Computacional;TNS en Programación Computacional;Diurno;Programa Regular;Técnico Nivel Superior;Ingreso Directo;1990;4;;2024001;Técnico Nivel Sup. Programador Computacional;I162S2C2J1V1;Pregrado;2;2;1;1;I162S2C2J1V1|6681|TNS EN PROGRAMACIÓN COMPUTACIONAL|DIURNO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;36742;Técnico Programador Computacional;TNS en Programación Computacional;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2017;5;2024001001;2024001;Técnico Nivel Sup. en Programación Computacional;I162S2C2J4V1;Pregrado;2;2;4;1;I162S2C2J4V1|36742|TNS EN PROGRAMACIÓN COMPUTACIONAL|OTRO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;36743;Técnico en Análisis de Sistemas Informáticos;TNS Análisis de Sistemas;Otro;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2017;6;2024001001;2024001;Técnico Nivel Sup. Análisis de Sistemas;I162S2C35J4V1;Pregrado;2;35;4;1;I162S2C35J4V1|36743|TNS ANÁLISIS DE SISTEMAS|OTRO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;34541;Ingeniería en Conectividad y Redes;Ingeniería en Conectividad y Redes (P.E.);Vespertino;Programa Especial;Profesional;Ingreso Directo;2016;5;2024001001;2024001;Ingeniero (a) en Conectividad y Redes;I162S2C3J2V3;Pregrado;2;3;2;3;I162S2C3J2V3|34541|INGENIERÍA EN CONECTIVIDAD Y REDES (P.E.)|VESPERTINO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;42539;Ingeniería en Conectividad y Redes;Ingeniería en Conectividad y Redes (P.E.);Otro;Programa Especial;Profesional;Ingreso Directo;2019;4;2024001001;2024001;Ingeniero en Conectividad y Redes;I162S2C3J4V3;Pregrado;2;3;4;3;I162S2C3J4V3|42539|INGENIERÍA EN CONECTIVIDAD Y REDES (P.E.)|OTRO;OK;REVISAR_COD_CARRERA
2022;2024;IP SAN SEBASTIÁN;Santiago;Santiago;43929;Ingeniería en Computación e Informática y similares;Ingeniería en Ciberseguridad (P.E.);Otro;Programa Especial;Profesional;No es Ingreso Directo;2020;5;2024001001;2024001;Ingeniero en Ciberseguridad;I162S2C46J4V1;Pregrado;2;46;4;1;I162S2C46J4V1|43929|INGENIERÍA EN CIBERSEGURIDAD (P.E.)|OTRO;OK;REVISAR_COD_CARRERA
2021;2024;IP SAN SEBASTIÁN;Santiago;Santiago;38818;Ingeniería en Automatización, Control Industrial y similares;Ingeniero en Automatización y Control Industrial (P.E.);Vespertino;Programa Especial;Profesional;Ingreso Directo;2018;4;2024001001;2024001;Ingeniero en Automatización y Control Industrial;I162S2C22J2V2;Pregrado;2;22;2;2;I162S2C22J2V2|38818|INGENIERO EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL (P.E.)|VESPERTINO;OK;REVISAR_COD_CARRERA
2021;2024;IP SAN SEBASTIÁN;Santiago;Santiago;6682;Técnico Programador Computacional;TNS en Programación Computacional;Vespertino;Programa Regular;Técnico Nivel Superior;Ingreso Directo;1990;4;;2024001;Técnico Nivel Sup. Programador Computacional;I162S2C2J2V1;Pregrado;2;2;2;1;I162S2C2J2V1|6682|TNS EN PROGRAMACIÓN COMPUTACIONAL|VESPERTINO;OK;REVISAR_COD_CARRERA
2021;2024;IP SAN SEBASTIÁN;Santiago;Santiago;32516;Técnico en Análisis de Sistemas Informáticos;TNS Análisis de Sistemas;Vespertino;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2015;6;2024001001;2024001;Técnico Nivel Sup. Análisis de Sistemas;I162S2C35J2V1;Pregrado;2;35;2;1;I162S2C35J2V1|32516|TNS ANÁLISIS DE SISTEMAS|VESPERTINO;OK;REVISAR_COD_CARRERA
2021;2024;IP SAN SEBASTIÁN;Santiago;Santiago;40715;Ingeniería en Computación e Informática y similares;Ingeniería en Ciberseguridad (P.E.);Vespertino;Programa Especial;Profesional;Ingreso Directo;2019;5;2024001001;2024001;Ingeniero en Ciberseguridad;I162S2C46J2V2;Pregrado;2;46;2;2;I162S2C46J2V2|40715|INGENIERÍA EN CIBERSEGURIDAD (P.E.)|VESPERTINO;OK;REVISAR_COD_CARRERA
2021;2024;IP SAN SEBASTIÁN;Santiago;Santiago;40716;Ingeniería en Computación e Informática y similares;Ingeniería en Ciberseguridad (P.E.);Vespertino;Programa Especial;Profesional;Ingreso Directo;2019;4;2024001001;2024001;Ingeniero en Ciberseguridad;I162S2C46J2V3;Pregrado;2;46;2;3;I162S2C46J2V3|40716|INGENIERÍA EN CIBERSEGURIDAD (P.E.)|VESPERTINO;OK;REVISAR_COD_CARRERA
2019;2024;IP SAN SEBASTIÁN;Santiago;Santiago;28356;Técnico en Prevención de Riesgos;TNS en Prevención de Riesgos;Vespertino;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2013;5;2024001001;2024001;Técnico Nivel Sup. en Prevención de Riesgos;I162S2C10J2V1;Pregrado;2;10;2;1;I162S2C10J2V1|28356|TNS EN PREVENCIÓN DE RIESGOS|VESPERTINO;OK;REVISAR_COD_CARRERA
2019;2024;IP SAN SEBASTIÁN;Santiago;Santiago;32511;Técnico en Automatización, Control automático y similares;TNS en Automatización y Control Industrial;Diurno;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2015;5;2024001001;2024001;Técnico Nivel Sup. en Automatización y Control Industrial;I162S2C11J1V1;Pregrado;2;11;1;1;I162S2C11J1V1|32511|TNS EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL|DIURNO;OK;REVISAR_COD_CARRERA
2019;2024;IP SAN SEBASTIÁN;Santiago;Santiago;32517;Técnico en Análisis de Sistemas Informáticos;TNS en Análisis de Sistemas;Diurno;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2015;6;2024001001;2024001;Técnico Nivel Sup. en Análisis de Sistemas;I162S2C35J1V1;Pregrado;2;35;1;1;I162S2C35J1V1|32517|TNS EN ANÁLISIS DE SISTEMAS|DIURNO;OK;REVISAR_COD_CARRERA
2015;2024;IP SAN SEBASTIÁN;Santiago;Santiago;32510;Ingeniería en Computación e Informática y similares;Ingeniería en Informática;Diurno;Programa Regular;Profesional;Ingreso Directo;2015;8;2024001001;2024001;Ingeniería en Informática;I162S2C1J1V1;Pregrado;2;1;1;1;I162S2C1J1V1|32510|INGENIERÍA EN INFORMÁTICA|DIURNO;OK;REVISAR_COD_CARRERA
2015;2024;IP SAN SEBASTIÁN;Santiago;Santiago;32514;Ingeniería en Computación e Informática y similares;Ingeniería en Informática;Vespertino;Programa Regular;Profesional;Ingreso Directo;2015;8;2024001001;2024001;Ingeniería en Informática;I162S2C1J2V1;Pregrado;2;1;2;1;I162S2C1J2V1|32514|INGENIERÍA EN INFORMÁTICA|VESPERTINO;OK;REVISAR_COD_CARRERA
2014;2024;IP SAN SEBASTIÁN;Santiago;Santiago;28354;Técnico en Minas y similares;TNS en Minería y Operaciones de Planta;Diurno;Programa Regular;Técnico Nivel Superior;Ingreso Directo;2013;5;2024001001;2024001;Técnico Nivel Sup. en Minería y Operaciones de Planta;I162S2C11J1V1;Pregrado;2;11;1;1;I162S2C11J1V1|28354|TNS EN MINERÍA Y OPERACIONES DE PLANTA|DIURNO;OK;REVISAR_COD_CARRERA
2014;2024;IP SAN SEBASTIÁN;Santiago;Santiago;29353;Ingeniería en Minas;Ing. Ejec. en Minería y Operaciones de Planta;Diurno;Programa Regular;Profesional;Ingreso Directo;2014;8;2024001001;2024001;Ingeniero Ejec. en Minería y Operaciones de Planta;I162S2C22J1V1;Pregrado;2;22;1;1;I162S2C22J1V1|29353|ING. EJEC. EN MINERÍA Y OPERACIONES DE PLANTA|DIURNO;OK;REVISAR_COD_CARRERA
2014;2024;IP SAN SEBASTIÁN;Santiago;Santiago;29354;Ingeniería en Minas;Ing. Ejec. en Minería y Operaciones de Planta;Vespertino;Programa Regular;Profesional;Ingreso Directo;2014;8;2024001001;2024001;Ingeniero Ejec. en Minería y Operaciones de Planta;I162S2C22J2V1;Pregrado;2;22;2;1;I162S2C22J2V1|29354|ING. EJEC. EN MINERÍA Y OPERACIONES DE PLANTA|VESPERTINO;OK;REVISAR_COD_CARRERA
