fila_excel_aproximada,CODIGO_UNICO,CNED_ESTADO_HITO8,CNED_ALERTAS_HITO8,CNED_PUEDE_SUBIR_PRELIMINAR_HITO8
12,I162S2C112J4V2,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_DETALLE_DEL_TIPO_DE_PROGRAMA_ESPECIALES | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_INGRESO_OTRO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_OTRO_TIPO_DE_INGRESO | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
13,I162S2C113J4V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
14,I162S2C113J4V2,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_DETALLE_DEL_TIPO_DE_PROGRAMA_ESPECIALES | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_INGRESO_OTRO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_OTRO_TIPO_DE_INGRESO | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
15,I162S2C114J2V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
16,I162S2C115J2V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
17,I162S2C116J4V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
18,I162S2C117J4V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
19,I162S2C118J4V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
20,I162S2C119J4V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
21,I162S2C124J4V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
22,I162S2C124J4V2,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_DETALLE_DEL_TIPO_DE_PROGRAMA_ESPECIALES | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_INGRESO_OTRO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_OTRO_TIPO_DE_INGRESO | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
23,I162S2C125J4V1,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
24,I162S2C125J4V2,NO_SUBIR_BLOQUEO_CRITICO,CAMPO_FORMULARIO_PENDIENTE_ARANCEL_ANUAL | CAMPO_FORMULARIO_PENDIENTE_AREA_DEL_CONOCIMIENTO | CAMPO_FORMULARIO_PENDIENTE_CARRERA_GENERICA | CAMPO_FORMULARIO_PENDIENTE_COSTO_TITULACION | CAMPO_FORMULARIO_PENDIENTE_DEPENDENCIA | CAMPO_FORMULARIO_PENDIENTE_DETALLE_DEL_TIPO_DE_PROGRAMA_ESPECIALES | CAMPO_FORMULARIO_PENDIENTE_EXPERIENCIA_LABORAL | CAMPO_FORMULARIO_PENDIENTE_FECHA_ADMISION_INICIAL | CAMPO_FORMULARIO_PENDIENTE_FORMATO_VALOR | CAMPO_FORMULARIO_PENDIENTE_GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA | CAMPO_FORMULARIO_PENDIENTE_INGRESO_DIRECTO | CAMPO_FORMULARIO_PENDIENTE_INGRESO_OTRO | CAMPO_FORMULARIO_PENDIENTE_LICENCIA_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_MAIL_DIFUSION_CARRERA | CAMPO_FORMULARIO_PENDIENTE_MALLA_CURRICULAR | CAMPO_FORMULARIO_PENDIENTE_NOTAS_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_OBSERVACIONES | CAMPO_FORMULARIO_PENDIENTE_OTROS_REQUISITOS | CAMPO_FORMULARIO_PENDIENTE_OTRO_TIPO_DE_INGRESO | CAMPO_FORMULARIO_PENDIENTE_PERFIL_EGRESO | CAMPO_FORMULARIO_PENDIENTE_PROMEDIO_MIN_ENS_MEDIA | CAMPO_FORMULARIO_PENDIENTE_RECONOCIMIENTOS_APREN_PREVIOS | CAMPO_FORMULARIO_PENDIENTE_SUB_AREA | CAMPO_FORMULARIO_PENDIENTE_TEXTO_REQUISITO_INGRESO | CAMPO_FORMULARIO_PENDIENTE_VALOR_CERTIFICADO_DIPLOMA | CAMPO_FORMULARIO_PENDIENTE_VALOR_MATRICULA_ANUAL | CAMPO_OFICIAL_PENDIENTE_REGIMEN | CAMPO_OFICIAL_PENDIENTE_VIGENCIA_CARRERA,NO
