HOJA;N_COL;COLUMNA;FILAS;VACIOS;REVISAR_GENERICO;REVISION_ESPECIFICA;CONFLICTO;UNICOS;ESTADO_COLUMNA;EJEMPLOS
PROGRAMAS_FALTANTES_PARA_CREAR;13;NIVEL_CARRERA;71;0;0;0;0;3;OK;5 | 1 | 2
PROGRAMAS_FALTANTES_PARA_CREAR;14;VIGENCIA;71;0;0;0;0;1;OK;1
PROGRAMAS_FALTANTES_PARA_CREAR;15;ESTADO_CRUCE_INDICES;71;0;0;0;0;1;OK;FALTA_CREAR_EN_INDICES
PROGRAMAS_FALTANTES_PARA_CREAR;16;MOTIVO_ESTADO_CRUCE;71;0;0;0;0;1;OK;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte
PROGRAMAS_FALTANTES_PARA_CREAR;17;FUENTE;71;0;0;0;0;1;OK;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz
PROGRAMAS_FALTANTES_PARA_CREAR;18;REVISADO_MANUALMENTE;71;0;0;0;0;1;OK;NO
PROGRAMAS_FALTANTES_PARA_CREAR;19;OBSERVACION_AUDITORIA;71;0;0;0;0;1;OK;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
PROGRAMAS_FALTANTES_PARA_CREAR;20;Sede;71;0;0;0;0;2;OK;Santiago | Concepción
PROGRAMAS_FALTANTES_PARA_CREAR;21;Tipo de Carrera;71;0;0;0;0;3;OK;Diplomado | Técnico Nivel Superior | Profesional
PROGRAMAS_FALTANTES_PARA_CREAR;22;Nombre;71;0;0;0;0;51;OK;DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO | DIPLOMADO SALUD CON FOCO EN MIGRACION | DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD | DIPLOMADO EN INNOVACION PARA LA DOCENCIA | DIPLOMADO EN HUMANIZACION EN SALUD | TECNICO EN PREVENCION DE RIESGOS | INGENIERIA EN FINANZAS | INGENIERIA EN MARKETING DIGITAL
PROGRAMAS_FALTANTES_PARA_CREAR;23;Mención o Especialidad;71;0;0;0;0;1;OK;No aplica
PROGRAMAS_FALTANTES_PARA_CREAR;24;Año de inicio de Actividades;71;0;0;0;0;10;OK;2025 | 2013 | 2026 | DECISION_MANUAL_ANIO_INICIO | 1992 | 2019 | 2017 | 2023
PROGRAMAS_FALTANTES_PARA_CREAR;25;Campus;71;0;0;3;0;2;REVISION_ESPECIFICA;República | REVISAR_SEDE_CONCEPCION
PROGRAMAS_FALTANTES_PARA_CREAR;26;Horario;71;0;0;1;0;4;REVISION_ESPECIFICA;Otro | Diurno | Vespertino | REVISAR_HORARIO_3
PROGRAMAS_FALTANTES_PARA_CREAR;27;Estado;71;0;0;0;0;1;OK;Programa o Carrera Nueva(o)
PROGRAMAS_FALTANTES_PARA_CREAR;28;Tipo Programa;71;0;0;0;0;2;OK;Programa Regular | Programa Especial
PROGRAMAS_FALTANTES_PARA_CREAR;29;Detalle del Tipo de Programa (especiales);71;0;0;14;0;2;REVISION_ESPECIFICA;No aplica | REVISAR_DETALLE_PROGRAMA_ESPECIAL
PROGRAMAS_FALTANTES_PARA_CREAR;30;Modalidad del Programa;71;0;0;2;0;3;REVISION_ESPECIFICA;No presencial | Presencial | REVISAR_MODALIDAD_2
PROGRAMAS_FALTANTES_PARA_CREAR;31;Área del Conocimiento;71;0;0;71;0;9;REVISION_ESPECIFICA;REVISAR_AREA_CODIGO_8 | REVISAR_AREA_CODIGO_6 | REVISAR_AREA_CODIGO_9 | REVISAR_AREA_CODIGO_1 | REVISAR_AREA_CODIGO_10 | REVISAR_AREA_SIN_FUENTE_DIRECTA | REVISAR_AREA_CONOCIMIENTO_10 | REVISAR_AREA_CODIGO_7
PROGRAMAS_FALTANTES_PARA_CREAR;32;Sub Área;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA
PROGRAMAS_FALTANTES_PARA_CREAR;33;Carrera Genérica;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA
PROGRAMAS_FALTANTES_PARA_CREAR;34;Título que otorga el programa;71;0;0;10;0;47;REVISION_ESPECIFICA;DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO | DIPLOMADO SALUD CON FOCO EN MIGRACION | DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN APS | DIPLOMADO EN INNOVACION PARA LA DOCENCIA | DIPLOMADO EN HUMANIZACION EN SALUD | TECNICO EN PREVENCION DE RIESGOS | INGENIERO EN FINANZAS | INGENIERO EN MARKETING DIGITAL
PROGRAMAS_FALTANTES_PARA_CREAR;35;Grado Académico que otorga el programa;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA
PROGRAMAS_FALTANTES_PARA_CREAR;36;Dependencia;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA
PROGRAMAS_FALTANTES_PARA_CREAR;37;Régimen;71;0;0;71;0;4;REVISION_ESPECIFICA;REVISAR_REGIMEN_CODIGO_1 | REVISAR_REGIMEN_CODIGO_2 | REVISAR_REGIMEN_SIN_FUENTE | REVISAR_REGIMEN_MATCH_AMBIGUO
PROGRAMAS_FALTANTES_PARA_CREAR;38;Duración del programa en Semestres;71;0;0;0;0;6;OK;1 | 5 | 8 | 4 | 6 | 2
PROGRAMAS_FALTANTES_PARA_CREAR;39;Ingreso Directo;71;0;0;71;0;6;REVISION_ESPECIFICA;REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2 | REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1 | REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5 | REVISAR_INGRESO_DIRECTO_SIN_FUENTE_DIRECTA | REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4 | REVISAR_INGRESO_DIRECTO_MATCH_AMBIGUO
PROGRAMAS_FALTANTES_PARA_CREAR;40;Ingreso desde un plan Común;71;0;0;0;0;1;OK;NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN
PROGRAMAS_FALTANTES_PARA_CREAR;41;Ingreso desde Bachillerato;71;0;0;0;0;1;OK;NO_APLICA_SIN_EVIDENCIA_BACHILLERATO
PROGRAMAS_FALTANTES_PARA_CREAR;42;Otro Tipo de Ingreso;71;0;0;35;0;5;REVISION_ESPECIFICA;REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2 | NO_APLICA_SIN_EVIDENCIA_OTRO_INGRESO | REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5 | REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4 | REVISAR_OTRO_TIPO_INGRESO_MATCH_AMBIGUO
PROGRAMAS_FALTANTES_PARA_CREAR;43;Ingreso otro;71;0;0;35;0;3;REVISION_ESPECIFICA;REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE | NO APLICA | REVISAR_DESCRIPCION_OTRO_INGRESO_MATCH_AMBIGUO
PROGRAMAS_FALTANTES_PARA_CREAR;44;Observaciones;71;0;0;0;0;3;OK;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica. | Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica; Requiere revisión por match no directo/ambiguo; no completar campos críticos por inferencia. | Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica; Revisión por alternativa estructural no exacta: I162S2C6J4V2."
PROGRAMAS_FALTANTES_PARA_CREAR;45;ANIO_INICIO;71;0;0;11;1;11;CONFLICTO;2025 | 2013 | 2026 | REVISAR_ANIO_INICIO_SIN_FUENTE | 1992 | 2019 | CONFLICTO_REVISAR_ANIO_INICIO_MATCH_AMBIGUO | 2017
PROGRAMAS_FALTANTES_PARA_CREAR;46;REGIMEN;71;0;0;11;1;4;CONFLICTO;1 | 2 | REVISAR_REGIMEN_SIN_FUENTE | CONFLICTO_REVISAR_REGIMEN_MATCH_AMBIGUO
PROGRAMAS_FALTANTES_PARA_CREAR;47;DURACION_REGIMEN;71;0;0;11;1;9;CONFLICTO;1 | 5 | 7 | 12 | 6 | REVISAR_DURACION_REGIMEN_SIN_FUENTE | 4 | CONFLICTO_REVISAR_DURACION_REGIMEN_MATCH_AMBIGUO
PROGRAMAS_FALTANTES_PARA_CREAR;48;NOMBRE_TITULO;71;0;0;11;1;47;CONFLICTO;DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO | DIPLOMADO SALUD CON FOCO EN MIGRACION | DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN APS | DIPLOMADO EN INNOVACION PARA LA DOCENCIA | DIPLOMADO EN HUMANIZACION EN SALUD | TECNICO EN PREVENCION DE RIESGOS | INGENIERO EN FINANZAS | INGENIERO EN MARKETING DIGITAL
PROGRAMAS_FALTANTES_PARA_CREAR;49;ACREDITACION;71;0;0;11;1;3;CONFLICTO;2 | REVISAR_ACREDITACION_SIN_FUENTE | CONFLICTO_REVISAR_ACREDITACION_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;50;REQUISITO_INGRESO;71;0;0;11;1;4;CONFLICTO;2 | 1 | REVISAR_REQUISITO_INGRESO_SIN_FUENTE | CONFLICTO_REVISAR_REQUISITO_INGRESO_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;51;SEMESTRES_RECONOCIDOS;71;0;0;11;1;5;CONFLICTO;0 | 5 | REVISAR_SEMESTRES_RECONOCIDOS_SIN_FUENTE | 4 | CONFLICTO_REVISAR_SEMESTRES_RECONOCIDOS_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;52;AREA_ACTUAL;71;0;0;11;1;9;CONFLICTO;8 | 6 | 9 | 1 | 10 | REVISAR_AREA_ACTUAL_SIN_FUENTE | CONFLICTO_REVISAR_AREA_ACTUAL_MATCH_NO_UNICO | 7
PROGRAMAS_FALTANTES_PARA_CREAR;53;AREA_ADMIN_DERECHO;71;0;0;11;1;4;CONFLICTO;0 | 1 | REVISAR_AREA_ADMIN_DERECHO_SIN_FUENTE | CONFLICTO_REVISAR_AREA_ADMIN_DERECHO_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;54;AREA_AGRI_SILVI_PESCA_VET;71;0;0;11;1;3;CONFLICTO;0 | REVISAR_AREA_AGRI_SILVI_PESCA_VET_SIN_FUENTE | CONFLICTO_REVISAR_AREA_AGRI_SILVI_PESCA_VET_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;55;AREA_ARTES_HUMANIDADES;71;0;0;11;1;3;CONFLICTO;0 | REVISAR_AREA_ARTES_HUMANIDADES_SIN_FUENTE | CONFLICTO_REVISAR_AREA_ARTES_HUMANIDADES_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;56;AREA_CIENCIAS_NAT_MAT_ESTAD;71;0;0;11;1;4;CONFLICTO;0 | REVISAR_AREA_CIENCIAS_NAT_MAT_ESTAD_SIN_FUENTE | 1 | CONFLICTO_REVISAR_AREA_CIENCIAS_NAT_MAT_ESTAD_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;57;AREA_CS_SOCIAL_PERIODISMO_INFO;71;0;0;11;1;3;CONFLICTO;0 | REVISAR_AREA_CS_SOCIAL_PERIODISMO_INFO_SIN_FUENTE | CONFLICTO_REVISAR_AREA_CS_SOCIAL_PERIODISMO_INFO_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;58;AREA_EDUCACION;71;0;0;11;1;3;CONFLICTO;0 | REVISAR_AREA_EDUCACION_SIN_FUENTE | CONFLICTO_REVISAR_AREA_EDUCACION_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;59;AREA_INGE_INDUSTRIA_CONSTRUC;71;0;0;11;1;3;CONFLICTO;0 | REVISAR_AREA_INGE_INDUSTRIA_CONSTRUC_SIN_FUENTE | CONFLICTO_REVISAR_AREA_INGE_INDUSTRIA_CONSTRUC_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;60;AREA_SALUD_BIENESTAR;71;0;0;11;1;4;CONFLICTO;0 | 1 | REVISAR_AREA_SALUD_BIENESTAR_SIN_FUENTE | CONFLICTO_REVISAR_AREA_SALUD_BIENESTAR_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;61;AREA_SERVICIOS;71;0;0;11;1;4;CONFLICTO;0 | 1 | REVISAR_AREA_SERVICIOS_SIN_FUENTE | CONFLICTO_REVISAR_AREA_SERVICIOS_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;62;AREA_TECNO_INFO_COMUNICA;71;0;0;11;1;4;CONFLICTO;0 | 1 | REVISAR_AREA_TECNO_INFO_COMUNICA_SIN_FUENTE | CONFLICTO_REVISAR_AREA_TECNO_INFO_COMUNICA_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;63;VACANTES_PRIMER_SEMESTRE;71;0;0;11;1;15;CONFLICTO;25 | 0 | 45 | 5 | 55 | 90 | 30 | 60
PROGRAMAS_FALTANTES_PARA_CREAR;64;VACANTES_SEGUNDO_SEMESTRE;71;0;0;11;1;4;CONFLICTO;25 | 0 | REVISAR_VACANTES_SEGUNDO_SEMESTRE_SIN_FUENTE | CONFLICTO_REVISAR_VACANTES_SEGUNDO_SEMESTRE_MATCH_NO_UNICO
PROGRAMAS_FALTANTES_PARA_CREAR;65;FECHA_ADMISION_INICIAL;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;66;MALLA_CURRICULAR;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_MALLA_CURRICULAR_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;67;PERFIL_EGRESO;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_PERFIL_EGRESO_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;68;TEXTO_REQUISITO_INGRESO;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;69;LICENCIA_ENS_MEDIA;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;70;NOTAS_ENS_MEDIA;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;71;PROMEDIO_MIN_ENS_MEDIA;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;72;RECONOCIMIENTOS_APREN_PREVIOS;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;73;EXPERIENCIA_LABORAL;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;74;OTROS_REQUISITOS;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_OTROS_REQUISITOS_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;75;MAIL_DIFUSION_CARRERA;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;76;FORMATO_VALOR;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_FORMATO_VALOR_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;77;VALOR_MATRICULA_ANUAL;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;78;COSTO_TITULACION;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_COSTO_TITULACION_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;79;VALOR_CERTIFICADO_DIPLOMA;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;80;ARANCEL_ANUAL;71;0;0;71;0;1;REVISION_ESPECIFICA;REVISAR_ARANCEL_ANUAL_SIN_FUENTE
PROGRAMAS_FALTANTES_PARA_CREAR;81;VIGENCIA_CARRERA;71;0;0;62;0;2;REVISION_ESPECIFICA;REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA | 1
PROGRAMAS_FALTANTES_PARA_CREAR;82;MATCH_STATUS;71;0;0;0;0;2;OK;MATCH_UNICO | MATCH_AMBIGUO
PROGRAMAS_FALTANTES_PARA_CREAR;83;MATCH_METHOD;71;0;0;0;0;3;OK;MATCH_R1_CODIGO_UNICO_DERIVADO | MATCH_R4_AUXILIAR_AMBIGUO | MATCH_R3_ESTRUCTURAL_FUERTE
PROGRAMAS_FALTANTES_PARA_CREAR;84;MATCH_KEY;71;0;0;0;0;71;OK;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1 | I162S2C10J1V1 | I162S2C10J4V1 | I162S2C111J4V1
PROGRAMAS_FALTANTES_PARA_CREAR;85;MATCH_COUNT;71;0;0;0;0;2;OK;1 | 3
PROGRAMAS_FALTANTES_PARA_CREAR;86;MATCH_CODIGO_UNICO_DERIVADO;71;0;1;0;0;71;REVISAR_GENERICO;I162S2C101J4V1 | I162S2C102J4V1 | I162S2C103J4V1 | I162S2C104J4V1 | I162S2C105J4V1 | I162S2C10J1V1 | I162S2C10J4V1 | I162S2C111J4V1
