CODIGO_UNICO,FILA_ORIGEN,COLUMNA,VALOR_ACTUAL,VALOR_PROPUESTO,FUENTE_PROPUESTA,TIPO_REGLA,CONFIANZA,DICTAMEN_CELDA,OBSERVACION
I162S2C101J4V1,2,FECHA_ADMISION_INICIAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,MALLA_CURRICULAR,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,PERFIL_EGRESO,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,TEXTO_REQUISITO_INGRESO,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C101J4V1,2,LICENCIA_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C101J4V1,2,NOTAS_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C101J4V1,2,PROMEDIO_MIN_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C101J4V1,2,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C101J4V1,2,EXPERIENCIA_LABORAL,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C101J4V1,2,OTROS_REQUISITOS,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C101J4V1,2,MAIL_DIFUSION_CARRERA,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,FORMATO_VALOR,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,VALOR_MATRICULA_ANUAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,COSTO_TITULACION,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,VALOR_CERTIFICADO_DIPLOMA,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,ARANCEL_ANUAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C101J4V1,2,VIGENCIA_CARRERA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,Mención o Especialidad,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,Área del Conocimiento,REVISAR,8,DICCIONARIO.AREA_ACTUAL,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C102J4V1,3,Sub Área,REVISAR,,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA
I162S2C102J4V1,3,Carrera Genérica,REVISAR,,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA
I162S2C102J4V1,3,Grado Académico que otorga el programa,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,Dependencia,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,Régimen,REVISAR,1,DICCIONARIO.REGIMEN,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C102J4V1,3,Ingreso Directo,REVISAR,2,DICCIONARIO.REQUISITO_INGRESO,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C102J4V1,3,Ingreso desde un plan Común,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,Ingreso desde Bachillerato,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,Otro Tipo de Ingreso,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,Ingreso otro,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,FECHA_ADMISION_INICIAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,MALLA_CURRICULAR,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,PERFIL_EGRESO,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,TEXTO_REQUISITO_INGRESO,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,LICENCIA_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,NOTAS_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,PROMEDIO_MIN_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,EXPERIENCIA_LABORAL,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,OTROS_REQUISITOS,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C102J4V1,3,MAIL_DIFUSION_CARRERA,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,FORMATO_VALOR,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,VALOR_MATRICULA_ANUAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,COSTO_TITULACION,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,VALOR_CERTIFICADO_DIPLOMA,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,ARANCEL_ANUAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C102J4V1,3,VIGENCIA_CARRERA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,Mención o Especialidad,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,Área del Conocimiento,REVISAR,8,DICCIONARIO.AREA_ACTUAL,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C103J4V1,4,Sub Área,REVISAR,,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA
I162S2C103J4V1,4,Carrera Genérica,REVISAR,,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA
I162S2C103J4V1,4,Grado Académico que otorga el programa,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,Dependencia,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,Régimen,REVISAR,1,DICCIONARIO.REGIMEN,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C103J4V1,4,Ingreso Directo,REVISAR,2,DICCIONARIO.REQUISITO_INGRESO,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C103J4V1,4,Ingreso desde un plan Común,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,Ingreso desde Bachillerato,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,Otro Tipo de Ingreso,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,Ingreso otro,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,FECHA_ADMISION_INICIAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,MALLA_CURRICULAR,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,PERFIL_EGRESO,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,TEXTO_REQUISITO_INGRESO,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,LICENCIA_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,NOTAS_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,PROMEDIO_MIN_ENS_MEDIA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,EXPERIENCIA_LABORAL,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,OTROS_REQUISITOS,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C103J4V1,4,MAIL_DIFUSION_CARRERA,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,FORMATO_VALOR,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,VALOR_MATRICULA_ANUAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,COSTO_TITULACION,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,VALOR_CERTIFICADO_DIPLOMA,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,ARANCEL_ANUAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C103J4V1,4,VIGENCIA_CARRERA,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,Mención o Especialidad,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,Área del Conocimiento,REVISAR,6,DICCIONARIO.AREA_ACTUAL,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C104J4V1,5,Sub Área,REVISAR,,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA
I162S2C104J4V1,5,Carrera Genérica,REVISAR,,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_TABLA_OFICIAL_DE_EQUIVALENCIA_AREA
I162S2C104J4V1,5,Grado Académico que otorga el programa,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,Dependencia,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,Régimen,REVISAR,1,DICCIONARIO.REGIMEN,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C104J4V1,5,Ingreso Directo,REVISAR,2,DICCIONARIO.REQUISITO_INGRESO,REGLA_CONDICIONAL,MEDIA,COMPLETABLE_POR_REGLA_CONDICIONAL,Existe código técnico; falta confirmar formato/etiqueta final aceptada por formulario.
I162S2C104J4V1,5,Ingreso desde un plan Común,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,Ingreso desde Bachillerato,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,Otro Tipo de Ingreso,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,Ingreso otro,REVISAR,,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_EXPLICITA_EN_BASES_ACTUALES
I162S2C104J4V1,5,FECHA_ADMISION_INICIAL,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C104J4V1,5,MALLA_CURRICULAR,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
I162S2C104J4V1,5,PERFIL_EGRESO,REVISAR,,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES,SIN_FUENTE,NULA,REVISAR_CORRECTO_SIN_FUENTE,SIN_FUENTE_ARANCELARIA_EN_BASES_ACTUALES
