CODIGO_UNICO;FILA_EXCEL_APROX;COLUMNA;VALOR_ANTERIOR;VALOR_NUEVO;ACCION;MOTIVO
I162S2C3J2V2;41;AREA_INGE_INDUSTRIA_CONSTRUC;CONFLICTO_REVISAR_AREA_INGE_INDUSTRIA_CONSTRUC_MATCH_NO_UNICO;0;REEMPLAZAR_CON_VALOR_UNANIME;"La familia candidata I162S2C3J2V1/V3/V4 entrega un único valor para esta columna; no requiere elegir versión."
I162S2C3J2V2;41;AREA_SALUD_BIENESTAR;CONFLICTO_REVISAR_AREA_SALUD_BIENESTAR_MATCH_NO_UNICO;0;REEMPLAZAR_CON_VALOR_UNANIME;"La familia candidata I162S2C3J2V1/V3/V4 entrega un único valor para esta columna; no requiere elegir versión."
I162S2C3J2V2;41;AREA_SERVICIOS;CONFLICTO_REVISAR_AREA_SERVICIOS_MATCH_NO_UNICO;0;REEMPLAZAR_CON_VALOR_UNANIME;"La familia candidata I162S2C3J2V1/V3/V4 entrega un único valor para esta columna; no requiere elegir versión."
I162S2C3J2V2;41;AREA_TECNO_INFO_COMUNICA;CONFLICTO_REVISAR_AREA_TECNO_INFO_COMUNICA_MATCH_NO_UNICO;0;REEMPLAZAR_CON_VALOR_UNANIME;"La familia candidata I162S2C3J2V1/V3/V4 entrega un único valor para esta columna; no requiere elegir versión."
I162S2C3J2V2;41;VACANTES_SEGUNDO_SEMESTRE;CONFLICTO_REVISAR_VACANTES_SEGUNDO_SEMESTRE_MATCH_NO_UNICO;0;REEMPLAZAR_CON_VALOR_UNANIME;"La familia candidata I162S2C3J2V1/V3/V4 entrega un único valor para esta columna; no requiere elegir versión."
I162S2C3J2V2;41;ANIO_INICIO;CONFLICTO_REVISAR_ANIO_INICIO_MATCH_AMBIGUO;CONFLICTO_REVISAR_ANIO_INICIO_VERSIONES_MULTIPLES_2002_2017_2019;MANTENER_CONFLICTO_REAL;"La familia candidata entrega valores divergentes; no se debe autocompletar."
I162S2C3J2V2;41;DURACION_REGIMEN;CONFLICTO_REVISAR_DURACION_REGIMEN_MATCH_AMBIGUO;CONFLICTO_REVISAR_DURACION_REGIMEN_VERSIONES_MULTIPLES_4_8;MANTENER_CONFLICTO_REAL;"La familia candidata entrega valores divergentes; no se debe autocompletar."
I162S2C3J2V2;41;REQUISITO_INGRESO;CONFLICTO_REVISAR_REQUISITO_INGRESO_MATCH_NO_UNICO;CONFLICTO_REVISAR_REQUISITO_INGRESO_VERSIONES_MULTIPLES_1_2;MANTENER_CONFLICTO_REAL;"La familia candidata entrega valores divergentes; no se debe autocompletar."
I162S2C3J2V2;41;SEMESTRES_RECONOCIDOS;CONFLICTO_REVISAR_SEMESTRES_RECONOCIDOS_MATCH_NO_UNICO;CONFLICTO_REVISAR_SEMESTRES_RECONOCIDOS_VERSIONES_MULTIPLES_0_4;MANTENER_CONFLICTO_REAL;"La familia candidata entrega valores divergentes; no se debe autocompletar."
I162S2C3J2V2;41;VACANTES_PRIMER_SEMESTRE;CONFLICTO_REVISAR_VACANTES_PRIMER_SEMESTRE_MATCH_NO_UNICO;CONFLICTO_REVISAR_VACANTES_PRIMER_SEMESTRE_VERSIONES_MULTIPLES_0_30;MANTENER_CONFLICTO_REAL;"La familia candidata entrega valores divergentes; no se debe autocompletar."
I162S2C3J2V2;41;MATCH_STATUS;MATCH_AMBIGUO;MATCH_AMBIGUO;NORMALIZAR_METADATA_MATCH;El código no tiene match exacto, pero la ambigüedad queda documentada sin REVISAR genérico.
I162S2C3J2V2;41;MATCH_METHOD;MATCH_R4_AUXILIAR_AMBIGUO;MATCH_R4_AUXILIAR_AMBIGUO_CON_UNANIMIDAD_PARCIAL;NORMALIZAR_METADATA_MATCH;El código no tiene match exacto, pero la ambigüedad queda documentada sin REVISAR genérico.
I162S2C3J2V2;41;MATCH_COUNT;3;3;NORMALIZAR_METADATA_MATCH;El código no tiene match exacto, pero la ambigüedad queda documentada sin REVISAR genérico.
I162S2C3J2V2;41;MATCH_CODIGO_UNICO_DERIVADO;REVISAR_MATCH_CODIGO_UNICO_DERIVADO_AMBIGUO_I162S2C3J2V2;MATCH_AMBIGUO_FAMILIA_I162S2C3J2V1_V3_V4;NORMALIZAR_METADATA_MATCH;El código no tiene match exacto, pero la ambigüedad queda documentada sin REVISAR genérico.
I162S2C3J2V2;41;Observaciones;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica; Requiere revisión por match no directo/ambiguo; no completar campos críticos por inferencia.";"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica; Requiere revisión por match no directo/ambiguo; no completar campos críticos por inferencia. Corrección quirúrgica: 15 campos completados por unanimidad de candidatos de la familia I162S2C3J2; 5 campos quedan como conflicto real por valores divergentes.";AGREGAR_OBSERVACION_TRAZABLE;Documentar la corrección metodológica sin perder trazabilidad.
