timestamp,tipo_archivo,posicion,columna_oficial,columna_base,coincide_nombre,coincide_posicion,total_filas,valores_vacios,total_na,total_nd,total_no_aplica,valores_unicos,errores_criticos,advertencias,estado_columna,fuente_regla,observacion,accion_requerida
2026-06-11T23:35:37,en_institucion,18,NOMBRE_INST_OBT_ESPECIALIDAD,NOMBRE_INST_OBT_ESPECIALIDAD,SI,SI,190,0,0,0,190,1,0,0,LISTA,ESTRUCTURA_OFICIAL,190 valores NO APLICA.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,19,PAIS_OBTENCION_ESPECIALIDAD,PAIS_OBTENCION_ESPECIALIDAD,SI,SI,190,190,0,0,0,1,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,20,FECHA_OBTENCION_ESPECIALIDAD,FECHA_OBTENCION_ESPECIALIDAD,SI,SI,190,0,0,0,190,1,0,190,LISTA_CON_ADVERTENCIAS,VALIDACION_TECNICA_PREVENTIVA,190 valores NO APLICA. Reglas validador: fecha_no_disponible=190,Revisar advertencias antes de exportacion controlada.
2026-06-11T23:35:37,en_institucion,21,PRINCIPAL_CARGO_ACADEMICO,PRINCIPAL_CARGO_ACADEMICO,SI,SI,190,0,0,0,0,14,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,22,CARGO_NORMALIZADO,CARGO_NORMALIZADO,SI,SI,190,0,0,0,0,7,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,23,NIVEL_SUPERIOR_ADSCRIPCION,NIVEL_SUPERIOR_ADSCRIPCION,SI,SI,190,0,0,0,0,2,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,24,NIVEL_SECUNDARIO_ADSCRIPCION,NIVEL_SECUNDARIO_ADSCRIPCION,SI,SI,190,0,0,0,0,9,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,25,COMUNA_MAYOR_FUNCION,COMUNA_MAYOR_FUNCION,SI,SI,190,170,0,0,0,2,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,26,NOMBRE_PRINCIPAL_PROGRAMA,NOMBRE_PRINCIPAL_PROGRAMA,SI,SI,190,0,0,0,0,22,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,27,TOTAL_HORAS_PRINCIPAL_PROGRAMA,TOTAL_HORAS_PRINCIPAL_PROGRAMA,SI,SI,190,0,0,0,0,35,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,28,COMUNA_PRINCIPAL_PROGRAMA,COMUNA_PRINCIPAL_PROGRAMA,SI,SI,190,0,0,0,0,2,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,29,NUM_HORAS_PLANTA,NUM_HORAS_PLANTA,SI,SI,190,165,0,0,0,4,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,30,NUM_HORAS_CONTRATA,NUM_HORAS_CONTRATA,SI,SI,190,166,0,0,0,2,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,31,NUM_HORAS_HONORARIOS,NUM_HORAS_HONORARIOS,SI,SI,190,1,0,0,0,46,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,32,JERARQUIA_ACADEMICA,JERARQUIA_ACADEMICA,SI,SI,190,0,0,0,190,1,0,0,LISTA,ESTRUCTURA_OFICIAL,190 valores NO APLICA.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,33,JERARQUIA_ACADEMICA_OCDE,JERARQUIA_ACADEMICA_OCDE,SI,SI,190,0,0,0,0,1,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
2026-06-11T23:35:37,en_institucion,34,VIGENCIA,VIGENCIA,SI,SI,190,0,0,0,0,1,0,0,LISTA,ESTRUCTURA_OFICIAL,Cruce estructural y validacion sin hallazgos.,Sin hallazgos para la columna.
